"","weighting","measurement","Learners","Size"
"1","stacking",0.54611990742924,"elnet",0
"2","stacking",0.540545751163546,"elnet",0
"3","stacking",0.552579602801565,"elnet",0
"4","stacking",0.538204424014719,"elnet",0
"5","stacking",0.572991442859034,"elnet",0
"6","stacking",0.567245905350571,"elnet",0
"7","stacking",0.561190473018547,"elnet",0
"8","stacking",0.54197198344347,"elnet",0
"9","stacking",0.536078950316337,"elnet",0
"10","stacking",0.542380223153736,"elnet",0
"11","stacking",0.537394880152059,"elnet",0
"12","stacking",0.552734591836892,"elnet",0
"13","stacking",0.553124586697329,"elnet",0
"14","stacking",0.553202770867003,"elnet",0
"15","stacking",0.575620936405527,"elnet",0
"16","stacking",0.551223019634409,"elnet",0
"17","stacking",0.536257205977378,"elnet",0
"18","stacking",0.539769186276805,"elnet",0
"19","stacking",0.544635485885611,"elnet",0
"20","stacking",0.576188344938594,"elnet",0
"21","stacking",0.579633532632012,"elnet",0
"22","stacking",0.549240607116001,"elnet",0
"23","stacking",0.543597217820234,"elnet",0
"24","stacking",0.540655376796952,"elnet",0
"25","stacking",0.547483093879897,"elnet",0
"26","stacking",0.541308709832161,"elnet",0
"27","stacking",0.53642901456853,"elnet",0
"28","stacking",0.584346106353458,"elnet",0
"29","stacking",0.536317293286169,"elnet",0
"30","stacking",0.559652183143287,"elnet",0
"31","stacking",0.541264300643123,"elnet",0
"32","stacking",0.539376072177925,"elnet",0
"33","stacking",0.53633236098823,"elnet",0
"34","stacking",0.542575313647152,"elnet",0
"35","stacking",0.538681335081598,"elnet",0
"36","stacking",0.549364803758013,"elnet",0
"37","stacking",0.550214105909898,"elnet",0
"38","stacking",0.550542946823605,"elnet",0
"39","stacking",0.556300210595513,"elnet",0
"40","stacking",0.549933466123189,"elnet",0
"41","stacking",0.539225552138167,"elnet",0
"42","stacking",0.537118923986489,"elnet",0
"43","stacking",0.600865848352732,"elnet",0
"44","stacking",0.54766642820532,"elnet",0
"45","stacking",0.563724474553513,"elnet",0
"46","stacking",0.539010448551385,"elnet",0
"47","stacking",0.548223467341607,"elnet",0
"48","stacking",0.551469776448628,"elnet",0
"49","stacking",0.570962069408878,"elnet",0
"50","stacking",0.545415042553782,"elnet",0
"51","stacking_norm",0.536454272448024,"elnet",0
"52","stacking_norm",0.55490476131147,"elnet",0
"53","stacking_norm",0.568790364619199,"elnet",0
"54","stacking_norm",0.541470660391212,"elnet",0
"55","stacking_norm",0.646107016416329,"elnet",0
"56","stacking_norm",0.627901607809004,"elnet",0
"57","stacking_norm",0.614700377561605,"elnet",0
"58","stacking_norm",0.577540104543192,"elnet",0
"59","stacking_norm",0.539257020494847,"elnet",0
"60","stacking_norm",0.540599499339538,"elnet",0
"61","stacking_norm",0.540258648543821,"elnet",0
"62","stacking_norm",0.540611099009167,"elnet",0
"63","stacking_norm",0.555702876849686,"elnet",0
"64","stacking_norm",0.587947924134216,"elnet",0
"65","stacking_norm",0.557283142041466,"elnet",0
"66","stacking_norm",0.650150673776419,"elnet",0
"67","stacking_norm",0.536643990315015,"elnet",0
"68","stacking_norm",0.5510012461642,"elnet",0
"69","stacking_norm",0.560927425645956,"elnet",0
"70","stacking_norm",0.576792506288561,"elnet",0
"71","stacking_norm",0.62015128004435,"elnet",0
"72","stacking_norm",0.54098282470329,"elnet",0
"73","stacking_norm",0.537339193102453,"elnet",0
"74","stacking_norm",0.653818585042503,"elnet",0
"75","stacking_norm",0.636907905614426,"elnet",0
"76","stacking_norm",0.555993406841065,"elnet",0
"77","stacking_norm",0.539761333130513,"elnet",0
"78","stacking_norm",0.667843097271145,"elnet",0
"79","stacking_norm",0.535303881154755,"elnet",0
"80","stacking_norm",0.772424005515327,"elnet",0
"81","stacking_norm",0.613923163427996,"elnet",0
"82","stacking_norm",0.608476614717927,"elnet",0
"83","stacking_norm",0.609219659227794,"elnet",0
"84","stacking_norm",0.538149612888358,"elnet",0
"85","stacking_norm",0.543531851228155,"elnet",0
"86","stacking_norm",0.600265244914288,"elnet",0
"87","stacking_norm",0.539505881331563,"elnet",0
"88","stacking_norm",0.580120976638448,"elnet",0
"89","stacking_norm",0.718076713080517,"elnet",0
"90","stacking_norm",0.540442776237859,"elnet",0
"91","stacking_norm",0.542142846328933,"elnet",0
"92","stacking_norm",0.545342694730079,"elnet",0
"93","stacking_norm",0.546580483100743,"elnet",0
"94","stacking_norm",0.62260609139828,"elnet",0
"95","stacking_norm",0.604143355195658,"elnet",0
"96","stacking_norm",0.568261568341344,"elnet",0
"97","stacking_norm",0.617974207178722,"elnet",0
"98","stacking_norm",0.615405044944406,"elnet",0
"99","stacking_norm",0.725209208198649,"elnet",0
"100","stacking_norm",0.542676132212105,"elnet",0
"101","stacking_wz",0.552768147754673,"elnet",0
"102","stacking_wz",0.542056285376955,"elnet",0
"103","stacking_wz",0.548816594261627,"elnet",0
"104","stacking_wz",0.555944378111261,"elnet",0
"105","stacking_wz",0.566386106684636,"elnet",0
"106","stacking_wz",0.560876840806996,"elnet",0
"107","stacking_wz",0.591825881531117,"elnet",0
"108","stacking_wz",0.543351304565455,"elnet",0
"109","stacking_wz",0.546590866165573,"elnet",0
"110","stacking_wz",0.560030502106205,"elnet",0
"111","stacking_wz",0.541635637471031,"elnet",0
"112","stacking_wz",0.552186741189478,"elnet",0
"113","stacking_wz",0.551566270043928,"elnet",0
"114","stacking_wz",0.549337489939167,"elnet",0
"115","stacking_wz",0.572474779534284,"elnet",0
"116","stacking_wz",0.550808441961805,"elnet",0
"117","stacking_wz",0.549688249740068,"elnet",0
"118","stacking_wz",0.542277692038803,"elnet",0
"119","stacking_wz",0.545217602571148,"elnet",0
"120","stacking_wz",0.568026104945561,"elnet",0
"121","stacking_wz",0.590254328310509,"elnet",0
"122","stacking_wz",0.561301351119476,"elnet",0
"123","stacking_wz",0.543520804348197,"elnet",0
"124","stacking_wz",0.542453353797374,"elnet",0
"125","stacking_wz",0.546120644146685,"elnet",0
"126","stacking_wz",0.552705477240295,"elnet",0
"127","stacking_wz",0.54643773595313,"elnet",0
"128","stacking_wz",0.576435569062851,"elnet",0
"129","stacking_wz",0.54418955523729,"elnet",0
"130","stacking_wz",0.557059136209616,"elnet",0
"131","stacking_wz",0.539743657930307,"elnet",0
"132","stacking_wz",0.548099461937573,"elnet",0
"133","stacking_wz",0.553950311573458,"elnet",0
"134","stacking_wz",0.562823162845667,"elnet",0
"135","stacking_wz",0.541908165462778,"elnet",0
"136","stacking_wz",0.548681311275347,"elnet",0
"137","stacking_wz",0.572608809076391,"elnet",0
"138","stacking_wz",0.546325560344774,"elnet",0
"139","stacking_wz",0.548974366812493,"elnet",0
"140","stacking_wz",0.545969619043091,"elnet",0
"141","stacking_wz",0.542733588229103,"elnet",0
"142","stacking_wz",0.545344622260673,"elnet",0
"143","stacking_wz",0.5930638045964,"elnet",0
"144","stacking_wz",0.573142699394476,"elnet",0
"145","stacking_wz",0.558485600275831,"elnet",0
"146","stacking_wz",0.542653891337354,"elnet",0
"147","stacking_wz",0.543957790574495,"elnet",0
"148","stacking_wz",0.560925584844402,"elnet",0
"149","stacking_wz",0.563688797268452,"elnet",0
"150","stacking_wz",0.563901238857016,"elnet",0
