"","weighting","measurement","Learners","Size"
"1","stacking",0.00656794125773454,"elnet",0
"2","stacking",0.00395684442134442,"elnet",0
"3","stacking",0.006725951907851,"elnet",0
"4","stacking",0.00944774471217826,"elnet",0
"5","stacking",0.00675392493466786,"elnet",0
"6","stacking",0.0082735750800405,"elnet",0
"7","stacking",0.00847880343545442,"elnet",0
"8","stacking",0.00437300135356676,"elnet",0
"9","stacking",0.00960181131851777,"elnet",0
"10","stacking",0.00833198720151154,"elnet",0
"11","stacking",0.00422872152788642,"elnet",0
"12","stacking",0.0110924030414492,"elnet",0
"13","stacking",0.00497081521037505,"elnet",0
"14","stacking",0.00965372186625137,"elnet",0
"15","stacking",0.00717397817328988,"elnet",0
"16","stacking",0.00449408122410585,"elnet",0
"17","stacking",0.0177603963507008,"elnet",0
"18","stacking",0.00647938465845134,"elnet",0
"19","stacking",0.0067871516091892,"elnet",0
"20","stacking",0.00447711600511583,"elnet",0
"21","stacking",0.0071093532868112,"elnet",0
"22","stacking",0.00777206372165772,"elnet",0
"23","stacking",0.0139711246321701,"elnet",0
"24","stacking",0.00506510555219783,"elnet",0
"25","stacking",0.00529556363948866,"elnet",0
"26","stacking",0.00490625385900973,"elnet",0
"27","stacking",0.00796663445529183,"elnet",0
"28","stacking",0.006575245982151,"elnet",0
"29","stacking",0.0057153906675383,"elnet",0
"30","stacking",0.0121950462493094,"elnet",0
"31","stacking",0.00408194278771547,"elnet",0
"32","stacking",0.00521868000531549,"elnet",0
"33","stacking",0.00570852473176666,"elnet",0
"34","stacking",0.00593492938278839,"elnet",0
"35","stacking",0.0117773867289328,"elnet",0
"36","stacking",0.0109164115571549,"elnet",0
"37","stacking",0.0073147029584702,"elnet",0
"38","stacking",0.00957524568645797,"elnet",0
"39","stacking",0.00853387079390606,"elnet",0
"40","stacking",0.00651250966969918,"elnet",0
"41","stacking",0.00769961542724416,"elnet",0
"42","stacking",0.00819009475522274,"elnet",0
"43","stacking",0.00721072627782634,"elnet",0
"44","stacking",0.00309511803011888,"elnet",0
"45","stacking",0.00976244842716907,"elnet",0
"46","stacking",0.0065990951116632,"elnet",0
"47","stacking",0.0121959142314372,"elnet",0
"48","stacking",0.00935966495342224,"elnet",0
"49","stacking",0.00432985685601376,"elnet",0
"50","stacking",0.00565987619537629,"elnet",0
"51","stacking_norm",0.0167432565960479,"elnet",0
"52","stacking_norm",0.0129863496134302,"elnet",0
"53","stacking_norm",0.00976831535380977,"elnet",0
"54","stacking_norm",0.0222630492243246,"elnet",0
"55","stacking_norm",0.0208672593301689,"elnet",0
"56","stacking_norm",0.0138131899946889,"elnet",0
"57","stacking_norm",0.0101773024240217,"elnet",0
"58","stacking_norm",0.0079783444167703,"elnet",0
"59","stacking_norm",0.00706285446473272,"elnet",0
"60","stacking_norm",0.0170894997928404,"elnet",0
"61","stacking_norm",0.00744503926702961,"elnet",0
"62","stacking_norm",0.0132399705117035,"elnet",0
"63","stacking_norm",0.0112736490312366,"elnet",0
"64","stacking_norm",0.0219288140905716,"elnet",0
"65","stacking_norm",0.00636255475759934,"elnet",0
"66","stacking_norm",0.0147416630752492,"elnet",0
"67","stacking_norm",0.0197015870170669,"elnet",0
"68","stacking_norm",0.0153912844805994,"elnet",0
"69","stacking_norm",0.0126388963336544,"elnet",0
"70","stacking_norm",0.0163868794532606,"elnet",0
"71","stacking_norm",0.0160508020749537,"elnet",0
"72","stacking_norm",0.0140056329489775,"elnet",0
"73","stacking_norm",0.0107172464076227,"elnet",0
"74","stacking_norm",0.00896812723096983,"elnet",0
"75","stacking_norm",0.0107771093039055,"elnet",0
"76","stacking_norm",0.0141852933758465,"elnet",0
"77","stacking_norm",0.0071919356268997,"elnet",0
"78","stacking_norm",0.0115512935364154,"elnet",0
"79","stacking_norm",0.0103879516332035,"elnet",0
"80","stacking_norm",0.0174727550780215,"elnet",0
"81","stacking_norm",0.0123578951802268,"elnet",0
"82","stacking_norm",0.0247903557611173,"elnet",0
"83","stacking_norm",0.00658280835720133,"elnet",0
"84","stacking_norm",0.00506936445505662,"elnet",0
"85","stacking_norm",0.0172180308599484,"elnet",0
"86","stacking_norm",0.010421913868172,"elnet",0
"87","stacking_norm",0.0176421187985986,"elnet",0
"88","stacking_norm",0.0237867741966139,"elnet",0
"89","stacking_norm",0.0170526956162457,"elnet",0
"90","stacking_norm",0.00841245127169247,"elnet",0
"91","stacking_norm",0.0215442986917606,"elnet",0
"92","stacking_norm",0.0384840252545977,"elnet",0
"93","stacking_norm",0.0111405926185078,"elnet",0
"94","stacking_norm",0.00745084467926082,"elnet",0
"95","stacking_norm",0.015110447175731,"elnet",0
"96","stacking_norm",0.0114093128129038,"elnet",0
"97","stacking_norm",0.0164481535141176,"elnet",0
"98","stacking_norm",0.00953769846277534,"elnet",0
"99","stacking_norm",0.0101760083268877,"elnet",0
"100","stacking_norm",0.0247622701640455,"elnet",0
"101","stacking_wz",0.00479336256985868,"elnet",0
"102","stacking_wz",0.00384825141762649,"elnet",0
"103","stacking_wz",0.00863969354251497,"elnet",0
"104","stacking_wz",0.00761727915159343,"elnet",0
"105","stacking_wz",0.00803510299455376,"elnet",0
"106","stacking_wz",0.00809556204160281,"elnet",0
"107","stacking_wz",0.00961681714819582,"elnet",0
"108","stacking_wz",0.00655335698860164,"elnet",0
"109","stacking_wz",0.0120687912853039,"elnet",0
"110","stacking_wz",0.00886629968443125,"elnet",0
"111","stacking_wz",0.00444880849579614,"elnet",0
"112","stacking_wz",0.0101064387685484,"elnet",0
"113","stacking_wz",0.0042216563098139,"elnet",0
"114","stacking_wz",0.0120526300689801,"elnet",0
"115","stacking_wz",0.00596334744573127,"elnet",0
"116","stacking_wz",0.00590049256107232,"elnet",0
"117","stacking_wz",0.0169581671223865,"elnet",0
"118","stacking_wz",0.00640276307880452,"elnet",0
"119","stacking_wz",0.00629215714848813,"elnet",0
"120","stacking_wz",0.00455239906512805,"elnet",0
"121","stacking_wz",0.00677047524030338,"elnet",0
"122","stacking_wz",0.00797168271250033,"elnet",0
"123","stacking_wz",0.0122506895152902,"elnet",0
"124","stacking_wz",0.00448979194582556,"elnet",0
"125","stacking_wz",0.00435711297916748,"elnet",0
"126","stacking_wz",0.00573401571536345,"elnet",0
"127","stacking_wz",0.0088116047155168,"elnet",0
"128","stacking_wz",0.00718559408372486,"elnet",0
"129","stacking_wz",0.00491621248691007,"elnet",0
"130","stacking_wz",0.0101671007907774,"elnet",0
"131","stacking_wz",0.00383967392073957,"elnet",0
"132","stacking_wz",0.00424786290647695,"elnet",0
"133","stacking_wz",0.00607301941336666,"elnet",0
"134","stacking_wz",0.00522586243449162,"elnet",0
"135","stacking_wz",0.00863389584437204,"elnet",0
"136","stacking_wz",0.00927430875879946,"elnet",0
"137","stacking_wz",0.0084548742157927,"elnet",0
"138","stacking_wz",0.0109872275666878,"elnet",0
"139","stacking_wz",0.00929759767164822,"elnet",0
"140","stacking_wz",0.00632684137826339,"elnet",0
"141","stacking_wz",0.00941315572416745,"elnet",0
"142","stacking_wz",0.0077061106514564,"elnet",0
