"","weighting","measurement","Learners","Size"
"1","stacking",1.85679388206092,"elnet",0
"2","stacking",1.87066294111954,"elnet",0
"3","stacking",1.86093172658405,"elnet",0
"4","stacking",1.85709005759179,"elnet",0
"5","stacking",1.87375873909691,"elnet",0
"6","stacking",1.86717384854646,"elnet",0
"7","stacking",1.85765014193692,"elnet",0
"8","stacking",1.86686405525217,"elnet",0
"9","stacking",1.86128303121339,"elnet",0
"10","stacking",1.85437655120934,"elnet",0
"11","stacking",1.86556357285729,"elnet",0
"12","stacking",1.85769629660044,"elnet",0
"13","stacking",1.86007411874917,"elnet",0
"14","stacking",1.86344325246886,"elnet",0
"15","stacking",1.86126300072797,"elnet",0
"16","stacking",1.8594094452397,"elnet",0
"17","stacking",1.85570937205149,"elnet",0
"18","stacking",1.86791518755256,"elnet",0
"19","stacking",1.85921192131713,"elnet",0
"20","stacking",1.86087236356054,"elnet",0
"21","stacking",1.86778435054922,"elnet",0
"22","stacking",1.85382716868462,"elnet",0
"23","stacking",1.8651887292439,"elnet",0
"24","stacking",1.85872091251088,"elnet",0
"25","stacking",1.8586451533009,"elnet",0
"26","stacking",1.86195174140709,"elnet",0
"27","stacking",1.85520255644624,"elnet",0
"28","stacking",1.86735578202304,"elnet",0
"29","stacking",1.87073469691321,"elnet",0
"30","stacking",1.85404683468802,"elnet",0
"31","stacking",1.85773397924034,"elnet",0
"32","stacking",1.85490248772065,"elnet",0
"33","stacking",1.85857667362244,"elnet",0
"34","stacking",1.85380294310387,"elnet",0
"35","stacking",1.85753623616139,"elnet",0
"36","stacking",1.87273347250809,"elnet",0
"37","stacking",1.87190329110506,"elnet",0
"38","stacking",1.85376398530785,"elnet",0
"39","stacking",1.85414555291985,"elnet",0
"40","stacking",1.86648183252505,"elnet",0
"41","stacking",1.87300799594677,"elnet",0
"42","stacking",1.86575565216173,"elnet",0
"43","stacking",1.87159232105277,"elnet",0
"44","stacking",1.85717706143797,"elnet",0
"45","stacking",1.85463195458975,"elnet",0
"46","stacking",1.87050713496946,"elnet",0
"47","stacking",1.86581703054928,"elnet",0
"48","stacking",1.85429545530938,"elnet",0
"49","stacking",1.86505797773391,"elnet",0
"50","stacking",1.8535651047527,"elnet",0
"51","stacking_norm",1.85689169283706,"elnet",0
"52","stacking_norm",1.86883258131944,"elnet",0
"53","stacking_norm",1.86145939187872,"elnet",0
"54","stacking_norm",1.85778034796131,"elnet",0
"55","stacking_norm",1.87416252802052,"elnet",0
"56","stacking_norm",1.86715739739315,"elnet",0
"57","stacking_norm",1.85886906183457,"elnet",0
"58","stacking_norm",1.86652614490212,"elnet",0
"59","stacking_norm",1.86194020429493,"elnet",0
"60","stacking_norm",1.85463616589071,"elnet",0
"61","stacking_norm",1.86617987065768,"elnet",0
"62","stacking_norm",1.85632068628697,"elnet",0
"63","stacking_norm",1.86137438083286,"elnet",0
"64","stacking_norm",1.86450148088972,"elnet",0
"65","stacking_norm",1.86148976378921,"elnet",0
"66","stacking_norm",1.85996074316822,"elnet",0
"67","stacking_norm",1.85673751078089,"elnet",0
"68","stacking_norm",1.86756680761944,"elnet",0
"69","stacking_norm",1.8596634539323,"elnet",0
"70","stacking_norm",1.86214268933633,"elnet",0
"71","stacking_norm",1.86835409776398,"elnet",0
"72","stacking_norm",1.8540749937875,"elnet",0
"73","stacking_norm",1.86543929449062,"elnet",0
"74","stacking_norm",1.85879767984975,"elnet",0
"75","stacking_norm",1.85966370297394,"elnet",0
"76","stacking_norm",1.86214712548466,"elnet",0
"77","stacking_norm",1.85401619249177,"elnet",0
"78","stacking_norm",1.86372329034248,"elnet",0
"79","stacking_norm",1.8697750148625,"elnet",0
"80","stacking_norm",1.85470518838294,"elnet",0
"81","stacking_norm",1.85787419621655,"elnet",0
