"","weighting","measurement","Learners","Size"
"1","stacking",0.00635476214503781,"elnet",0
"2","stacking",0.00445259412436804,"elnet",0
"3","stacking",0.0053771810740197,"elnet",0
"4","stacking",0.00226393356448338,"elnet",0
"5","stacking",0.00625498696754356,"elnet",0
"6","stacking",0.00431171205221578,"elnet",0
"7","stacking",0.00409625891345109,"elnet",0
"8","stacking",0.00255254720992766,"elnet",0
"9","stacking",0.00736592967046991,"elnet",0
"10","stacking",0.00345277607475778,"elnet",0
"11","stacking",0.00692424740001821,"elnet",0
"12","stacking",0.0072276576668892,"elnet",0
"13","stacking",0.00392207376403781,"elnet",0
"14","stacking",0.00911657877149268,"elnet",0
"15","stacking",0.00242829952141371,"elnet",0
"16","stacking",0.000947804913398472,"elnet",0
"17","stacking",0.00436907501770538,"elnet",0
"18","stacking",0.00476126417483013,"elnet",0
"19","stacking",0.00145956187978693,"elnet",0
"20","stacking",0.00698025911503852,"elnet",0
"21","stacking",0.00770077279371501,"elnet",0
"22","stacking",0.00794192695860683,"elnet",0
"23","stacking",0.00715756141915095,"elnet",0
"24","stacking",0.00386570275054906,"elnet",0
"25","stacking",0.00425158051111307,"elnet",0
"26","stacking",0.00212888758924229,"elnet",0
"27","stacking",0.00344529810705499,"elnet",0
"28","stacking",0.00827381664614703,"elnet",0
"29","stacking",0.0049083207028473,"elnet",0
"30","stacking",0.00304630891721015,"elnet",0
"31","stacking",0.00973473052413352,"elnet",0
"32","stacking",0.00279534656706669,"elnet",0
"33","stacking",0.011864087614585,"elnet",0
"34","stacking",0.00590158412451256,"elnet",0
"35","stacking",0.00285639852901376,"elnet",0
"36","stacking",0.00257295343932398,"elnet",0
"37","stacking",0.00252525765024873,"elnet",0
"38","stacking",0.00390346907941521,"elnet",0
"39","stacking",0.00412121315924625,"elnet",0
"40","stacking",0.00520308894114875,"elnet",0
"41","stacking",0.00377731981562509,"elnet",0
"42","stacking",0.00415395044690166,"elnet",0
"43","stacking",0.00452515250911264,"elnet",0
"44","stacking",0.00307917696968678,"elnet",0
"45","stacking",0.00844662086098942,"elnet",0
"46","stacking",0.00413463113480864,"elnet",0
"47","stacking",0.00599090326799915,"elnet",0
"48","stacking",0.00251472431417015,"elnet",0
"49","stacking",0.00414740282519116,"elnet",0
"50","stacking",0.00366649650240435,"elnet",0
"51","stacking_norm",0.0093610148707692,"elnet",0
"52","stacking_norm",0.0150396829353663,"elnet",0
"53","stacking_norm",0.00681520024721523,"elnet",0
"54","stacking_norm",0.0118561080876624,"elnet",0
"55","stacking_norm",0.0163236110327191,"elnet",0
"56","stacking_norm",0.0132604365786287,"elnet",0
"57","stacking_norm",0.00431218266761926,"elnet",0
"58","stacking_norm",0.0152341174984498,"elnet",0
"59","stacking_norm",0.0133721820779003,"elnet",0
"60","stacking_norm",0.00950783600038663,"elnet",0
"61","stacking_norm",0.0134618653107777,"elnet",0
"62","stacking_norm",0.0112384241944977,"elnet",0
"63","stacking_norm",0.0141877730181004,"elnet",0
"64","stacking_norm",0.0106209007277738,"elnet",0
"65","stacking_norm",0.00328652374322242,"elnet",0
"66","stacking_norm",0.00584770319378889,"elnet",0
"67","stacking_norm",0.0159202116002365,"elnet",0
"68","stacking_norm",0.0108429756264467,"elnet",0
"69","stacking_norm",0.00484905207561898,"elnet",0
"70","stacking_norm",0.0086733746328866,"elnet",0
"71","stacking_norm",0.00838159221701053,"elnet",0
"72","stacking_norm",0.0179008743860924,"elnet",0
"73","stacking_norm",0.0108800621775289,"elnet",0
"74","stacking_norm",0.00634532325939197,"elnet",0
"75","stacking_norm",0.00789174827795509,"elnet",0
"76","stacking_norm",0.00681820539598856,"elnet",0
"77","stacking_norm",0.00994073538236892,"elnet",0
"78","stacking_norm",0.0185979604345342,"elnet",0
"79","stacking_norm",0.0148095124396068,"elnet",0
"80","stacking_norm",0.00358339678174749,"elnet",0
"81","stacking_norm",0.0224927226463774,"elnet",0
"82","stacking_norm",0.0126133513536233,"elnet",0
"83","stacking_norm",0.0247715169501106,"elnet",0
"84","stacking_norm",0.00803870341398598,"elnet",0
"85","stacking_norm",0.00795378000262345,"elnet",0
"86","stacking_norm",0.0133983279412082,"elnet",0
"87","stacking_norm",0.0045346497294665,"elnet",0
"88","stacking_norm",0.0130607305324651,"elnet",0
"89","stacking_norm",0.00784343335409841,"elnet",0
"90","stacking_norm",0.00793354910673455,"elnet",0
"91","stacking_norm",0.0140640589343859,"elnet",0
"92","stacking_norm",0.00931136261095577,"elnet",0
"93","stacking_norm",0.00804215710801427,"elnet",0
"94","stacking_norm",0.00786418173626879,"elnet",0
"95","stacking_norm",0.00959974506921216,"elnet",0
"96","stacking_norm",0.00660202713219935,"elnet",0
"97","stacking_norm",0.00897966256403405,"elnet",0
"98","stacking_norm",0.016867244847428,"elnet",0
"99","stacking_norm",0.0129672000679257,"elnet",0
"100","stacking_norm",0.00635346216832665,"elnet",0
"101","stacking_wz",0.00667172918931004,"elnet",0
